BrochureOrderEn,Brochure_Name_En,Datum,DomainEn,ForWebsite,Geo_Unit_En,Indicator_Name_En,Institution_En,Note_Public_En,OrderSub_Region_En,Period_Id,SDG Indicator,Source_En,Sub_Region_En,SubdomainEn
26,Prevalence of undernourishmen (%),26.5,Risk Factors,1,Bolivia (Plurinational State),Prevalence of undernourishment (% of population) ,World Bank.,,8,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
26,Prevalence of undernourishmen (%),24.6,Risk Factors,1,Bolivia (Plurinational State),Prevalence of undernourishment (% of population) ,World Bank.,,8,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
26,Prevalence of undernourishmen (%),23.1,Risk Factors,1,Bolivia (Plurinational State),Prevalence of undernourishment (% of population) ,World Bank.,,8,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
26,Prevalence of undernourishmen (%),21.9,Risk Factors,1,Bolivia (Plurinational State),Prevalence of undernourishment (% of population) ,World Bank.,,8,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
26,Prevalence of undernourishmen (%),20.8,Risk Factors,1,Bolivia (Plurinational State),Prevalence of undernourishment (% of population) ,World Bank.,,8,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
26,Prevalence of undernourishmen (%),20.2,Risk Factors,1,Bolivia (Plurinational State),Prevalence of undernourishment (% of population) ,World Bank.,,8,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
27,Prevalence of undernourishmen (%),9.5,Risk Factors,1,Colombia,Prevalence of undernourishment (% of population) ,World Bank.,,8,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
27,Prevalence of undernourishmen (%),10.4,Risk Factors,1,Colombia,Prevalence of undernourishment (% of population) ,World Bank.,,8,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
27,Prevalence of undernourishmen (%),11.1,Risk Factors,1,Colombia,Prevalence of undernourishment (% of population) ,World Bank.,,8,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
27,Prevalence of undernourishmen (%),10.9,Risk Factors,1,Colombia,Prevalence of undernourishment (% of population) ,World Bank.,,8,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
27,Prevalence of undernourishmen (%),10,Risk Factors,1,Colombia,Prevalence of undernourishment (% of population) ,World Bank.,,8,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
27,Prevalence of undernourishmen (%),8.8,Risk Factors,1,Colombia,Prevalence of undernourishment (% of population) ,World Bank.,,8,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
27,Prevalence of undernourishmen (%),7.7,Risk Factors,1,Colombia,Prevalence of undernourishment (% of population) ,World Bank.,,8,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
27,Prevalence of undernourishmen (%),7.1,Risk Factors,1,Colombia,Prevalence of undernourishment (% of population) ,World Bank.,,8,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
28,Prevalence of undernourishmen (%),14.6,Risk Factors,1,Ecuador,Prevalence of undernourishment (% of population) ,World Bank.,,8,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
28,Prevalence of undernourishmen (%),13.5,Risk Factors,1,Ecuador,Prevalence of undernourishment (% of population) ,World Bank.,,8,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
28,Prevalence of undernourishmen (%),12.2,Risk Factors,1,Ecuador,Prevalence of undernourishment (% of population) ,World Bank.,,8,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
28,Prevalence of undernourishmen (%),11.7,Risk Factors,1,Ecuador,Prevalence of undernourishment (% of population) ,World Bank.,,8,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
28,Prevalence of undernourishmen (%),11.5,Risk Factors,1,Ecuador,Prevalence of undernourishment (% of population) ,World Bank.,,8,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
28,Prevalence of undernourishmen (%),11.7,Risk Factors,1,Ecuador,Prevalence of undernourishment (% of population) ,World Bank.,,8,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
28,Prevalence of undernourishmen (%),11.9,Risk Factors,1,Ecuador,Prevalence of undernourishment (% of population) ,World Bank.,,8,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
28,Prevalence of undernourishmen (%),12.1,Risk Factors,1,Ecuador,Prevalence of undernourishment (% of population) ,World Bank.,,8,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
29,Prevalence of undernourishmen (%),14.2,Risk Factors,1,Peru,Prevalence of undernourishment (% of population) ,World Bank.,,8,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
29,Prevalence of undernourishmen (%),12.6,Risk Factors,1,Peru,Prevalence of undernourishment (% of population) ,World Bank.,,8,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
29,Prevalence of undernourishmen (%),11.2,Risk Factors,1,Peru,Prevalence of undernourishment (% of population) ,World Bank.,,8,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
29,Prevalence of undernourishmen (%),10.1,Risk Factors,1,Peru,Prevalence of undernourishment (% of population) ,World Bank.,,8,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
29,Prevalence of undernourishmen (%),9,Risk Factors,1,Peru,Prevalence of undernourishment (% of population) ,World Bank.,,8,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
29,Prevalence of undernourishmen (%),8.3,Risk Factors,1,Peru,Prevalence of undernourishment (% of population) ,World Bank.,,8,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
29,Prevalence of undernourishmen (%),7.6,Risk Factors,1,Peru,Prevalence of undernourishment (% of population) ,World Bank.,,8,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
29,Prevalence of undernourishmen (%),7.9,Risk Factors,1,Peru,Prevalence of undernourishment (% of population) ,World Bank.,,8,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
30,Prevalence of undernourishmen (%),4,Risk Factors,1,Venezuela (Bolivarian Republic),Prevalence of undernourishment (% of population) ,World Bank.,,8,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
30,Prevalence of undernourishmen (%),3.1,Risk Factors,1,Venezuela (Bolivarian Republic),Prevalence of undernourishment (% of population) ,World Bank.,,8,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
30,Prevalence of undernourishmen (%),3.1,Risk Factors,1,Venezuela (Bolivarian Republic),Prevalence of undernourishment (% of population) ,World Bank.,,8,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
30,Prevalence of undernourishmen (%),3.7,Risk Factors,1,Venezuela (Bolivarian Republic),Prevalence of undernourishment (% of population) ,World Bank.,,8,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
30,Prevalence of undernourishmen (%),4.7,Risk Factors,1,Venezuela (Bolivarian Republic),Prevalence of undernourishment (% of population) ,World Bank.,,8,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
30,Prevalence of undernourishmen (%),6.5,Risk Factors,1,Venezuela (Bolivarian Republic),Prevalence of undernourishment (% of population) ,World Bank.,,8,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
30,Prevalence of undernourishmen (%),9.1,Risk Factors,1,Venezuela (Bolivarian Republic),Prevalence of undernourishment (% of population) ,World Bank.,,8,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
30,Prevalence of undernourishmen (%),13,Risk Factors,1,Venezuela (Bolivarian Republic),Prevalence of undernourishment (% of population) ,World Bank.,,8,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Andean Area,Nutrition
31,Prevalence of undernourishmen (%),2.6,Risk Factors,1,Brazil,Prevalence of undernourishment (% of population) ,World Bank.,,9,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Brazil,Nutrition
31,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Brazil,Prevalence of undernourishment (% of population) ,World Bank.,,9,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Brazil,Nutrition
31,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Brazil,Prevalence of undernourishment (% of population) ,World Bank.,,9,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Brazil,Nutrition
31,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Brazil,Prevalence of undernourishment (% of population) ,World Bank.,,9,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Brazil,Nutrition
31,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Brazil,Prevalence of undernourishment (% of population) ,World Bank.,,9,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Brazil,Nutrition
31,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Brazil,Prevalence of undernourishment (% of population) ,World Bank.,,9,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Brazil,Nutrition
31,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Brazil,Prevalence of undernourishment (% of population) ,World Bank.,,9,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Brazil,Nutrition
31,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Brazil,Prevalence of undernourishment (% of population) ,World Bank.,,9,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Brazil,Nutrition
10,Prevalence of undernourishmen (%),5.5,Risk Factors,1,Belize,Prevalence of undernourishment (% of population) ,World Bank.,,6,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
10,Prevalence of undernourishmen (%),5.6,Risk Factors,1,Belize,Prevalence of undernourishment (% of population) ,World Bank.,,6,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
10,Prevalence of undernourishmen (%),5.6,Risk Factors,1,Belize,Prevalence of undernourishment (% of population) ,World Bank.,,6,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
10,Prevalence of undernourishmen (%),5.8,Risk Factors,1,Belize,Prevalence of undernourishment (% of population) ,World Bank.,,6,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
10,Prevalence of undernourishmen (%),6.2,Risk Factors,1,Belize,Prevalence of undernourishment (% of population) ,World Bank.,,6,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
10,Prevalence of undernourishmen (%),6.3,Risk Factors,1,Belize,Prevalence of undernourishment (% of population) ,World Bank.,,6,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
10,Prevalence of undernourishmen (%),6.3,Risk Factors,1,Belize,Prevalence of undernourishment (% of population) ,World Bank.,,6,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
10,Prevalence of undernourishmen (%),6.2,Risk Factors,1,Belize,Prevalence of undernourishment (% of population) ,World Bank.,,6,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
11,Prevalence of undernourishmen (%),5.1,Risk Factors,1,Costa Rica,Prevalence of undernourishment (% of population) ,World Bank.,,6,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
11,Prevalence of undernourishmen (%),5.2,Risk Factors,1,Costa Rica,Prevalence of undernourishment (% of population) ,World Bank.,,6,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
11,Prevalence of undernourishmen (%),5.2,Risk Factors,1,Costa Rica,Prevalence of undernourishment (% of population) ,World Bank.,,6,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
11,Prevalence of undernourishmen (%),5.2,Risk Factors,1,Costa Rica,Prevalence of undernourishment (% of population) ,World Bank.,,6,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
11,Prevalence of undernourishmen (%),5.4,Risk Factors,1,Costa Rica,Prevalence of undernourishment (% of population) ,World Bank.,,6,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
11,Prevalence of undernourishmen (%),5.6,Risk Factors,1,Costa Rica,Prevalence of undernourishment (% of population) ,World Bank.,,6,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
11,Prevalence of undernourishmen (%),5.7,Risk Factors,1,Costa Rica,Prevalence of undernourishment (% of population) ,World Bank.,,6,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
11,Prevalence of undernourishmen (%),5.6,Risk Factors,1,Costa Rica,Prevalence of undernourishment (% of population) ,World Bank.,,6,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
9,Prevalence of undernourishmen (%),15.289724098,Risk Factors,1,Central American Isthmus,Prevalence of undernourishment (% of population) ,World Bank.,,6,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
9,Prevalence of undernourishmen (%),15.037931090,Risk Factors,1,Central American Isthmus,Prevalence of undernourishment (% of population) ,World Bank.,,6,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
9,Prevalence of undernourishmen (%),14.893861226,Risk Factors,1,Central American Isthmus,Prevalence of undernourishment (% of population) ,World Bank.,,6,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
9,Prevalence of undernourishmen (%),14.692509870,Risk Factors,1,Central American Isthmus,Prevalence of undernourishment (% of population) ,World Bank.,,6,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
9,Prevalence of undernourishmen (%),14.750752013,Risk Factors,1,Central American Isthmus,Prevalence of undernourishment (% of population) ,World Bank.,,6,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
9,Prevalence of undernourishmen (%),14.625875948,Risk Factors,1,Central American Isthmus,Prevalence of undernourishment (% of population) ,World Bank.,,6,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
9,Prevalence of undernourishmen (%),14.407121553,Risk Factors,1,Central American Isthmus,Prevalence of undernourishment (% of population) ,World Bank.,,6,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
9,Prevalence of undernourishmen (%),13.953715678,Risk Factors,1,Central American Isthmus,Prevalence of undernourishment (% of population) ,World Bank.,,6,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
13,Prevalence of undernourishmen (%),15.9,Risk Factors,1,Guatemala,Prevalence of undernourishment (% of population) ,World Bank.,,6,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
13,Prevalence of undernourishmen (%),15.6,Risk Factors,1,Guatemala,Prevalence of undernourishment (% of population) ,World Bank.,,6,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
13,Prevalence of undernourishmen (%),15.6,Risk Factors,1,Guatemala,Prevalence of undernourishment (% of population) ,World Bank.,,6,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
13,Prevalence of undernourishmen (%),15.6,Risk Factors,1,Guatemala,Prevalence of undernourishment (% of population) ,World Bank.,,6,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
13,Prevalence of undernourishmen (%),16.2,Risk Factors,1,Guatemala,Prevalence of undernourishment (% of population) ,World Bank.,,6,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
